Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Ada504 Pct,Ada504 Cnt,FARMS Pct,FARMS Cnt,LEP Pct,LEP Cnt,Migrant Pct,Migrant Cnt,Spec Ed Pct,Spec Ed Cnt,Title1 Pct,Title1 Cnt,Homeless Pct,Homeless Cnt,Foster Care Pct,Foster Care Cnt,Military Connected Pct,Military Connected Cnt,Enrollment Cnt,Create Date
2019,01,Allegany,0301,Flintstone Elementary,Elementary,*,*,55.5,127,*,*,*,*,17.5,40,>= 95.0,*,*,*,*,*,*,*,229,20190903
2019,01,Allegany,0401,South Penn Elementary,Elementary,*,*,>= 95.0,*,*,*,*,*,23.1,137,>= 95.0,*,<= 5.0,*,*,*,*,*,592,20190903
2019,01,Allegany,0402,John Humbird Elementary,Elementary,*,*,>= 95.0,*,*,*,*,*,19.0,51,>= 95.0,*,*,*,*,*,*,*,268,20190903
2019,01,Allegany,0405,Fort Hill High,High,<= 5.0,*,49.5,347,*,*,*,*,15.1,106,*,*,*,*,*,*,*,*,701,20190903
2019,01,Allegany,0406,Washington Middle,Middle,<= 5.0,*,59.3,348,*,*,*,*,16.0,94,*,*,*,*,*,*,*,*,587,20190903
2019,01,Allegany,0502,Northeast Elementary,Elementary,*,*,58.3,186,*,*,*,*,14.1,45,>= 95.0,*,*,*,*,*,*,*,319,20190903
2019,01,Allegany,0504,Braddock Middle,Middle,<= 5.0,*,50.6,301,*,*,*,*,10.6,63,*,*,*,*,*,*,*,*,595,20190903
2019,01,Allegany,0601,Center for Career & Technical Education,High,*,*,53.8,113,*,*,*,*,19.5,41,*,*,*,*,*,*,*,*,210,20190903
2019,01,Allegany,0603,West Side Elementary,Elementary,*,*,61.7,245,*,*,*,*,13.6,54,>= 95.0,*,*,*,*,*,*,*,397,20190903
2019,01,Allegany,0606,Allegany High,High,<= 5.0,*,41.4,298,*,*,*,*,9.2,66,*,*,*,*,*,*,*,*,719,20190903
2019,01,Allegany,0701,Cresaptown Elementary,Elementary,*,*,55.5,183,*,*,*,*,20.6,68,*,*,*,*,*,*,*,*,330,20190903
2019,01,Allegany,0702,Bel Air Elementary,Elementary,*,*,49.3,110,*,*,*,*,20.2,45,*,*,*,*,*,*,*,*,223,20190903
2019,01,Allegany,0801,Westernport Elementary,Elementary,*,*,>= 95.0,*,*,*,*,*,17.6,47,>= 95.0,*,*,*,*,*,*,*,267,20190903
2019,01,Allegany,0802,Westmar Middle,Middle,*,*,66.1,181,*,*,*,*,15.7,43,*,*,*,*,*,*,*,*,274,20190903
2019,01,Allegany,1001,George's Creek Elementary,Elementary,*,*,>= 95.0,*,*,*,*,*,16.8,52,>= 95.0,*,*,*,*,*,*,*,309,20190903
2019,01,Allegany,1101,Frost Elementary,Elementary,*,*,32.3,70,*,*,*,*,12.0,26,*,*,*,*,*,*,*,*,217,20190903
2019,01,Allegany,1301,Mount Savage Middle,Middle,*,*,47.3,187,*,*,*,*,12.9,51,*,*,*,*,*,*,*,*,395,20190903
2019,01,Allegany,1302,Mt. Savage Elementary,Elementary,*,*,60.6,114,*,*,*,*,17.0,32,>= 95.0,*,*,*,*,*,*,*,188,20190903
2019,01,Allegany,2404,Mountain Ridge High School,High,<= 5.0,*,41.4,324,*,*,*,*,10.5,82,*,*,*,*,*,*,*,*,782,20190903
2019,01,Allegany,2801,Beall Elementary,Elementary,*,*,56.2,255,*,*,*,*,15.6,71,>= 95.0,*,*,*,*,*,*,*,454,20190903
2019,01,Allegany,2901,Cash Valley Elementary,Elementary,*,*,64.6,170,*,*,*,*,30.4,80,>= 95.0,*,*,*,*,*,*,*,263,20190903
2019,01,Allegany,2902,Parkside Elementary,Elementary,*,*,52.6,111,*,*,*,*,17.5,37,*,*,*,*,*,*,*,*,211,20190903
2019,01,Allegany,A,All Allegany Schools,Elementary,<= 5.0,*,70.5,3007,*,*,*,*,18.4,785,77.0,3286,<= 5.0,*,<= 5.0,*,<= 5.0,*,4267,20190903
2019,01,Allegany,A,All Allegany Schools,Middle,<= 5.0,*,54.9,1017,*,*,*,*,13.6,251,*,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,1851,20190903
2019,01,Allegany,A,All Allegany Schools,High,<= 5.0,*,44.9,1082,*,*,*,*,12.2,295,*,*,*,*,<= 5.0,*,*,*,2412,20190903
2019,01,Allegany,A,All Allegany Schools,All,<= 5.0,*,59.9,5106,<= 5.0,*,*,*,15.6,1331,38.5,3286,<= 5.0,*,<= 5.0,*,<= 5.0,*,8530,20190903
2019,02,Anne Arundel,1023,Brooklyn Park Middle,Middle,7.6,61,57.3,461,<= 5.0,*,*,*,10.8,87,*,*,<= 5.0,*,*,*,<= 5.0,*,804,20190903
2019,02,Anne Arundel,1033,Glen Burnie High,High,8.1,162,42.2,844,7.1,142,*,*,9.8,196,*,*,<= 5.0,*,*,*,<= 5.0,*,1998,20190903
2019,02,Anne Arundel,1043,Corkran Middle School,Middle,6.3,40,53.9,343,5.2,33,*,*,10.4,66,*,*,<= 5.0,*,*,*,<= 5.0,*,636,20190903
2019,02,Anne Arundel,1053,Lindale Middle,Middle,6.2,69,48.1,535,<= 5.0,*,*,*,10.3,114,*,*,<= 5.0,*,*,*,6.2,69,1112,20190903
2019,02,Anne Arundel,1063,Marley Middle,Middle,5.4,47,56.2,485,7.2,62,*,*,12.9,111,*,*,<= 5.0,*,*,*,5.7,49,863,20190903
2019,02,Anne Arundel,1082,Belle Grove Elementary,Elementary,<= 5.0,*,85.8,254,9.1,27,*,*,11.1,33,>= 95.0,*,5.7,17,*,*,*,*,296,20190903
2019,02,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,<= 5.0,*,67.7,293,11.8,51,*,*,8.3,36,18.0,78,<= 5.0,*,*,*,5.1,22,433,20190903
2019,02,Anne Arundel,1102,Ferndale Early Education Center,Elementary,*,*,67.9,89,*,*,*,*,32.8,43,*,*,*,*,*,*,*,*,131,20190903
2019,02,Anne Arundel,1102,Ferndale Early Education Center,All,*,*,67.9,89,*,*,*,*,32.8,43,*,*,*,*,*,*,*,*,131,20190903
2019,02,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,7.2,24,47.6,159,15.3,51,*,*,12.0,40,*,*,*,*,*,*,5.1,17,334,20190903
2019,02,Anne Arundel,1122,Freetown Elementary,Elementary,<= 5.0,*,60.6,312,8.5,44,*,*,13.2,68,>= 95.0,*,6.4,33,*,*,7.0,36,515,20190903
2019,02,Anne Arundel,1132,Glendale Elementary,Elementary,<= 5.0,*,61.2,262,15.0,64,*,*,9.8,42,28.5,122,<= 5.0,*,*,*,*,*,428,20190903
2019,02,Anne Arundel,1142,Hilltop Elementary,Elementary,<= 5.0,*,79.8,604,16.6,126,*,*,11.4,86,>= 95.0,*,<= 5.0,*,*,*,<= 5.0,*,757,20190903
2019,02,Anne Arundel,1152,Linthicum Elementary,Elementary,6.6,32,22.8,110,<= 5.0,*,*,*,11.4,55,*,*,*,*,*,*,7.7,37,483,20190903
2019,02,Anne Arundel,1162,Marley Elementary,Elementary,<= 5.0,*,53.5,465,18.4,160,*,*,9.3,81,24.1,209,<= 5.0,*,*,*,10.0,87,869,20190903
2019,02,Anne Arundel,1172,North Glen Elementary,Elementary,*,*,70.6,199,18.4,52,*,*,11.3,32,23.4,66,*,*,*,*,*,*,282,20190903
2019,02,Anne Arundel,1182,Oakwood Elementary,Elementary,6.3,21,44.9,151,9.8,33,*,*,25.3,85,*,*,*,*,*,*,6.5,22,336,20190903
2019,02,Anne Arundel,1192,Overlook Elementary,Elementary,<= 5.0,*,49.9,192,10.6,41,*,*,11.2,43,19.5,75,*,*,*,*,<= 5.0,*,385,20190903
2019,02,Anne Arundel,1202,Park Elementary,Elementary,<= 5.0,*,83.8,428,16.6,85,*,*,11.0,56,>= 95.0,*,5.7,29,*,*,*,*,511,20190903
2019,02,Anne Arundel,1212,Point Pleasant Elementary,Elementary,*,*,50.7,268,<= 5.0,*,*,*,17.0,90,16.8,89,*,*,*,*,<= 5.0,*,529,20190903
2019,02,Anne Arundel,1232,Quarterfield Elementary,Elementary,<= 5.0,*,40.4,189,10.5,49,*,*,12.8,60,*,*,*,*,*,*,7.7,36,468,20190903
2019,02,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,<= 5.0,*,52.2,247,13.3,63,*,*,9.5,45,18.0,85,*,*,*,*,6.1,29,473,20190903
2019,02,Anne Arundel,1262,Woodside Elementary,Elementary,*,*,73.1,266,25.0,91,*,*,15.1,55,>= 95.0,*,*,*,*,*,*,*,364,20190903
2019,02,Anne Arundel,1274,Marley Glen School,Elementary,*,*,24.8,30,*,*,*,*,81.0,98,*,*,*,*,*,*,13.2,16,121,20190903
2019,02,Anne Arundel,1274,Marley Glen School,Middle,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,20190903
2019,02,Anne Arundel,1274,Marley Glen School,High,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,20190903
2019,02,Anne Arundel,1274,Marley Glen School,All,*,*,26.5,39,*,*,*,*,84.4,124,*,*,*,*,*,*,14.3,21,147,20190903
2019,02,Anne Arundel,1323,North County High,High,<= 5.0,*,47.2,1051,<= 5.0,*,*,*,10.3,230,*,*,<= 5.0,*,*,*,<= 5.0,*,2227,20190903
2019,02,Anne Arundel,2013,Severna Park High,High,12.7,238,<= 5.0,*,*,*,*,*,<= 5.0,*,*,*,*,*,*,*,10.2,190,1868,20190903
2019,02,Anne Arundel,2023,Northeast High,High,7.7,105,27.0,369,<= 5.0,*,*,*,9.4,129,*,*,*,*,*,*,5.6,76,1368,20190903
2019,02,Anne Arundel,2033,George Fox Middle,Middle,8.8,76,33.6,289,<= 5.0,*,*,*,10.6,91,*,*,<= 5.0,*,*,*,6.4,55,861,20190903
2019,02,Anne Arundel,2043,Severna Park Middle,Middle,9.0,132,5.7,84,*,*,*,*,5.9,87,*,*,*,*,*,*,10.2,150,1467,20190903
2019,02,Anne Arundel,2052,Arnold Elementary,Elementary,*,*,6.6,29,*,*,*,*,5.9,26,*,*,*,*,*,*,14.4,63,439,20190903
2019,02,Anne Arundel,2062,Belvedere Elementary,Elementary,5.4,30,12.6,70,<= 5.0,*,*,*,13.5,75,*,*,*,*,*,*,8.1,45,556,20190903
2019,02,Anne Arundel,2072,Benfield Elementary,Elementary,5.5,24,<= 5.0,*,*,*,*,*,8.2,36,*,*,*,*,*,*,8.4,37,439,20190903
2019,02,Anne Arundel,2082,Bodkin Elementary,Elementary,7.8,44,10.5,59,*,*,*,*,7.3,41,*,*,*,*,*,*,9.8,55,562,20190903
2019,02,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,<= 5.0,*,8.6,53,<= 5.0,*,*,*,7.7,47,*,*,*,*,*,*,11.4,70,614,20190903
2019,02,Anne Arundel,2102,Folger Mckinsey Elementary,Elementary,5.7,35,<= 5.0,*,*,*,*,*,<= 5.0,*,*,*,*,*,*,*,10.9,67,615,20190903
2019,02,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,6.0,28,17.6,82,*,*,*,*,14.6,68,*,*,*,*,*,*,<= 5.0,*,467,20190903
2019,02,Anne Arundel,2132,High Point Elementary,Elementary,<= 5.0,*,43.5,299,6.1,42,*,*,8.6,59,*,*,<= 5.0,*,*,*,7.1,49,687,20190903
2019,02,Anne Arundel,2142,Jacobsville Elementary,Elementary,<= 5.0,*,22.7,133,<= 5.0,*,*,*,14.0,82,*,*,*,*,*,*,<= 5.0,*,585,20190903
2019,02,Anne Arundel,2152,Jones Elementary,Elementary,9.6,30,7.4,23,*,*,*,*,7.4,23,*,*,*,*,*,*,<= 5.0,*,312,20190903
2019,02,Anne Arundel,2162,Lake Shore Elementary,Elementary,5.7,18,20.5,65,*,*,*,*,8.5,27,*,*,*,*,*,*,<= 5.0,*,317,20190903
2019,02,Anne Arundel,2172,Oak Hill Elementary,Elementary,5.4,37,8.1,56,<= 5.0,*,*,*,9.3,64,*,*,*,*,*,*,9.9,68,690,20190903
2019,02,Anne Arundel,2182,Pasadena Elementary,Elementary,7.3,27,15.9,59,<= 5.0,*,*,*,11.1,41,*,*,*,*,*,*,6.5,24,371,20190903
2019,02,Anne Arundel,2192,Riviera Beach Elementary,Elementary,<= 5.0,*,39.4,125,*,*,*,*,10.7,34,*,*,*,*,*,*,<= 5.0,*,317,20190903
2019,02,Anne Arundel,2202,Severna Park Elementary,Elementary,6.0,26,5.8,25,*,*,*,*,5.6,24,*,*,*,*,*,*,8.6,37,432,20190903
2019,02,Anne Arundel,2212,Solley Elementary,Elementary,<= 5.0,*,32.4,257,<= 5.0,*,*,*,6.9,55,*,*,<= 5.0,*,*,*,13.4,106,793,20190903
2019,02,Anne Arundel,2222,Sunset Elementary,Elementary,<= 5.0,*,27.0,137,*,*,*,*,6.9,35,*,*,*,*,*,*,5.9,30,508,20190903
2019,02,Anne Arundel,2233,Anne Arundel Evening High,High,11.7,39,*,*,5.7,19,*,*,16.5,55,*,*,*,*,*,*,<= 5.0,*,333,20190903
2019,02,Anne Arundel,2243,Magothy River Middle,Middle,9.7,71,12.9,94,*,*,*,*,8.5,62,*,*,*,*,*,*,10.7,78,730,20190903
2019,02,Anne Arundel,2273,Chesapeake High,High,8.4,113,16.6,225,*,*,*,*,8.3,112,*,*,*,*,*,*,5.3,72,1352,20190903
2019,02,Anne Arundel,2322,Broadneck Elementary,Elementary,<= 5.0,*,12.8,100,<= 5.0,*,*,*,5.4,42,*,*,*,*,*,*,5.1,40,783,20190903
2019,02,Anne Arundel,2363,Broadneck High,High,11.1,237,10.7,228,<= 5.0,*,*,*,5.6,119,*,*,<= 5.0,*,*,*,10.7,228,2128,20190903
2019,02,Anne Arundel,2372,Windsor Farm Elementary,Elementary,<= 5.0,*,17.5,99,6.0,34,*,*,8.1,46,*,*,*,*,*,*,7.6,43,567,20190903
2019,02,Anne Arundel,2413,Severn River Middle,Middle,8.7,66,14.3,108,<= 5.0,*,*,*,6.7,51,*,*,*,*,*,*,14.1,107,757,20190903
2019,02,Anne Arundel,2423,Chesapeake Bay Middle,Middle,9.1,92,20.4,206,*,*,*,*,11.3,114,*,*,*,*,*,*,5.6,57,1012,20190903
2019,02,Anne Arundel,2432,Shipley's Choice Elementary,Elementary,6.3,24,*,*,*,*,*,*,8.6,33,*,*,*,*,*,*,5.7,22,383,20190903
2019,02,Anne Arundel,3013,Arundel High,High,8.9,188,18.1,380,<= 5.0,*,*,*,7.1,150,*,*,<= 5.0,*,*,*,10.7,225,2103,20190903
2019,02,Anne Arundel,3023,Arundel Middle,Middle,8.3,87,18.5,194,<= 5.0,*,*,*,8.6,90,*,*,*,*,*,*,16.2,170,1051,20190903
2019,02,Anne Arundel,3033,MacArthur Middle,Middle,7.4,69,45.2,423,<= 5.0,*,*,*,10.5,98,*,*,<= 5.0,*,*,*,35.8,335,935,20190903
2019,02,Anne Arundel,3062,Brock Bridge Elementary,Elementary,<= 5.0,*,67.2,435,30.9,200,*,*,10.8,70,19.5,126,<= 5.0,*,*,*,<= 5.0,*,647,20190903
2019,02,Anne Arundel,3072,Crofton Elementary,Elementary,<= 5.0,*,7.4,56,<= 5.0,*,*,*,7.4,56,*,*,*,*,*,*,14.7,111,753,20190903
2019,02,Anne Arundel,3082,Crofton Woods Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,*,6.1,46,*,*,*,*,*,*,13.7,103,753,20190903
2019,02,Anne Arundel,3092,Seven Oaks Elementary,Elementary,<= 5.0,*,35.9,220,<= 5.0,*,*,*,7.8,48,*,*,*,*,*,*,18.0,110,612,20190903
2019,02,Anne Arundel,3102,Hebron - Harman Elementary,Elementary,<= 5.0,*,45.7,357,12.7,99,*,*,8.1,63,*,*,<= 5.0,*,*,*,8.1,63,781,20190903
2019,02,Anne Arundel,3112,Jessup Elementary,Elementary,<= 5.0,*,38.1,215,13.5,76,*,*,15.2,86,*,*,*,*,*,*,11.7,66,564,20190903
2019,02,Anne Arundel,3122,Manor View Elementary,Elementary,7.2,21,26.0,76,<= 5.0,*,*,*,12.0,35,*,*,*,*,*,*,76.4,223,292,20190903
2019,02,Anne Arundel,3132,Maryland City Elementary,Elementary,*,*,75.8,319,34.9,147,*,*,7.1,30,>= 95.0,*,*,*,*,*,<= 5.0,*,421,20190903
2019,02,Anne Arundel,3142,Meade Heights Elementary,Elementary,*,*,56.4,233,<= 5.0,*,*,*,20.1,83,>= 95.0,*,5.1,21,*,*,30.0,124,413,20190903
2019,02,Anne Arundel,3152,Van Bokkelen Elementary,Elementary,<= 5.0,*,82.0,409,13.4,67,*,*,7.6,38,>= 95.0,*,<= 5.0,*,*,*,<= 5.0,*,499,20190903
2019,02,Anne Arundel,3162,Millersville Elementary,Elementary,<= 5.0,*,13.7,46,*,*,*,*,11.6,39,*,*,*,*,*,*,7.7,26,336,20190903
2019,02,Anne Arundel,3172,Odenton Elementary,Elementary,5.9,29,35.2,173,8.4,41,*,*,9.0,44,*,*,*,*,*,*,11.4,56,491,20190903
2019,02,Anne Arundel,3182,Pershing Hill Elementary,Elementary,<= 5.0,*,27.9,163,<= 5.0,*,*,*,12.3,72,*,*,*,*,*,*,90.9,531,584,20190903
2019,02,Anne Arundel,3192,Ridgeway Elementary,Elementary,<= 5.0,*,24.4,156,<= 5.0,*,*,*,12.3,79,*,*,*,*,*,*,14.5,93,640,20190903
2019,02,Anne Arundel,3202,Severn Elementary,Elementary,<= 5.0,*,34.0,177,5.6,29,*,*,8.8,46,*,*,*,*,*,*,14.0,73,520,20190903
2019,02,Anne Arundel,3212,South Shore Elementary,Elementary,<= 5.0,*,28.2,96,10.3,35,*,*,8.2,28,*,*,*,*,*,*,7.9,27,340,20190903
2019,02,Anne Arundel,3222,Waugh Chapel Elementary,Elementary,5.5,34,21.7,135,<= 5.0,*,*,*,11.6,72,*,*,<= 5.0,*,*,*,14.8,92,621,20190903
2019,02,Anne Arundel,3232,West Meade Early Education Center,Elementary,*,*,17.1,52,*,*,*,*,14.1,43,*,*,*,*,*,*,78.3,238,304,20190903
2019,02,Anne Arundel,3232,West Meade Early Education Center,All,*,*,17.1,52,*,*,*,*,14.1,43,*,*,*,*,*,*,78.3,238,304,20190903
2019,02,Anne Arundel,3242,Piney Orchard Elementary,Elementary,5.5,35,14.3,90,*,*,*,*,7.1,45,*,*,*,*,*,*,19.3,122,631,20190903
2019,02,Anne Arundel,3263,Crofton Middle,Middle,8.4,107,12.6,161,<= 5.0,*,*,*,5.7,73,*,*,*,*,*,*,11.2,143,1279,20190903
2019,02,Anne Arundel,3272,Four Seasons Elementary,Elementary,<= 5.0,*,11.1,77,<= 5.0,*,*,*,13.7,95,*,*,*,*,*,*,20.5,142,691,20190903
2019,02,Anne Arundel,3282,Nantucket Elementary,Elementary,<= 5.0,*,15.8,124,9.0,71,*,*,7.5,59,*,*,*,*,*,*,9.3,73,786,20190903
2019,02,Anne Arundel,3323,Meade High,High,6.3,125,43.7,866,5.9,117,*,*,8.3,164,*,*,<= 5.0,*,*,*,16.6,328,1981,20190903
2019,02,Anne Arundel,3333,Old Mill Middle North,Middle,6.8,73,45.4,487,<= 5.0,*,*,*,10.3,110,*,*,*,*,*,*,7.9,85,1073,20190903
2019,02,Anne Arundel,3343,Old Mill Middle South,Middle,5.1,46,33.0,296,<= 5.0,*,*,*,9.5,85,*,*,*,*,*,*,7.5,67,898,20190903
2019,02,Anne Arundel,3353,Old Mill High,High,6.9,152,35.5,786,<= 5.0,*,*,*,9.9,220,*,*,<= 5.0,*,*,*,5.5,122,2214,20190903
2019,02,Anne Arundel,3362,Crofton Meadows Elementary,Elementary,5.7,31,20.8,113,<= 5.0,*,*,*,7.7,42,*,*,*,*,*,*,10.5,57,543,20190903
2019,02,Anne Arundel,3372,Glen Burnie Park Elementary,Elementary,<= 5.0,*,61.0,331,18.4,100,*,*,9.6,52,18.6,101,*,*,*,*,*,*,543,20190903
2019,02,Anne Arundel,3382,Southgate Elementary,Elementary,<= 5.0,*,52.2,425,8.4,68,*,*,7.7,63,21.1,172,<= 5.0,*,*,*,6.8,55,814,20190903
2019,02,Anne Arundel,3392,Rippling Woods Elementary,Elementary,<= 5.0,*,62.1,396,11.1,71,*,*,10.8,69,22.3,142,<= 5.0,*,*,*,<= 5.0,*,638,20190903
2019,02,Anne Arundel,3414,Ruth Parker Eason School,Elementary,*,*,43.5,50,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,8.7,10,115,20190903
2019,02,Anne Arundel,3414,Ruth Parker Eason School,Middle,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,20190903
2019,02,Anne Arundel,3414,Ruth Parker Eason School,High,*,*,57.1,16,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,28,20190903
2019,02,Anne Arundel,3414,Ruth Parker Eason School,All,*,*,46.1,71,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,8.4,13,154,20190903
2019,02,Anne Arundel,3423,Meade Middle,Middle,<= 5.0,*,64.3,472,12.7,93,*,*,15.5,114,*,*,*,*,*,*,<= 5.0,*,734,20190903
2019,02,Anne Arundel,4013,Annapolis High,High,7.0,136,44.8,871,15.3,297,*,*,7.6,148,*,*,<= 5.0,*,*,*,5.8,112,1945,20190903
2019,02,Anne Arundel,4023,Southern High,High,11.6,114,22.6,222,<= 5.0,*,*,*,7.7,76,*,*,<= 5.0,*,*,*,<= 5.0,*,981,20190903
2019,02,Anne Arundel,4033,Annapolis Middle,Middle,5.9,60,61.7,632,13.9,142,*,*,9.8,100,*,*,<= 5.0,*,*,*,<= 5.0,*,1024,20190903
2019,02,Anne Arundel,4043,Wiley H. Bates Middle,Middle,7.7,48,46.5,288,11.6,72,*,*,13.1,81,*,*,<= 5.0,*,*,*,7.1,44,620,20190903
2019,02,Anne Arundel,4053,Southern Middle,Middle,11.5,89,33.9,261,<= 5.0,*,*,*,10.2,79,*,*,*,*,*,*,<= 5.0,*,771,20190903
2019,02,Anne Arundel,4064,Mary Moss at Adams Academy,Middle,15.7,13,80.7,67,*,*,*,*,25.3,21,*,*,*,*,*,*,*,*,83,20190903
2019,02,Anne Arundel,4074,Phoenix Academy,Elementary,*,*,74.1,83,*,*,*,*,>= 95.0,*,*,*,10.7,12,*,*,*,*,112,20190903
2019,02,Anne Arundel,4074,Phoenix Academy,Middle,*,*,75.6,68,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,90,20190903
2019,02,Anne Arundel,4074,Phoenix Academy,High,11.3,21,64.5,120,*,*,*,*,70.4,131,*,*,*,*,*,*,*,*,186,20190903
2019,02,Anne Arundel,4074,Phoenix Academy,All,5.4,21,69.8,271,*,*,*,*,85.8,333,*,*,<= 5.0,*,*,*,5.4,21,388,20190903
2019,02,Anne Arundel,4092,Annapolis Elementary,Elementary,*,*,65.8,160,10.7,26,*,*,11.1,27,22.2,54,<= 5.0,*,*,*,13.2,32,243,20190903
2019,02,Anne Arundel,4102,Carrie Weedon Early Education Center,Elementary,*,*,50.0,30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,60,20190903
2019,02,Anne Arundel,4102,Carrie Weedon Early Education Center,All,*,*,50.0,30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,60,20190903
2019,02,Anne Arundel,4112,Central Elementary,Elementary,6.3,38,14.4,86,5.2,31,*,*,10.5,63,*,*,*,*,*,*,7.8,47,599,20190903
2019,02,Anne Arundel,4122,Davidsonville Elementary,Elementary,6.9,46,6.9,46,*,*,*,*,5.3,35,*,*,*,*,*,*,7.7,51,662,20190903
2019,02,Anne Arundel,4132,Deale Elementary,Elementary,5.5,12,16.8,37,*,*,*,*,5.9,13,*,*,*,*,*,*,5.5,12,220,20190903
2019,02,Anne Arundel,4142,Eastport Elementary,Elementary,*,*,82.3,209,29.5,75,*,*,10.6,27,>= 95.0,*,*,*,*,*,*,*,254,20190903
2019,02,Anne Arundel,4152,Edgewater Elementary,Elementary,<= 5.0,*,32.1,183,14.9,85,*,*,5.6,32,*,*,*,*,*,*,<= 5.0,*,570,20190903
2019,02,Anne Arundel,4162,Georgetown East Elementary,Elementary,*,*,83.3,269,22.3,72,*,*,24.5,79,>= 95.0,*,*,*,*,*,*,*,323,20190903
2019,02,Anne Arundel,4182,Germantown Elementary,Elementary,<= 5.0,*,73.5,414,35.2,198,*,*,7.3,41,>= 95.0,*,*,*,*,*,<= 5.0,*,563,20190903
2019,02,Anne Arundel,4192,Hillsmere Elementary,Elementary,<= 5.0,*,28.5,115,6.5,26,*,*,8.9,36,*,*,*,*,*,*,7.2,29,403,20190903
2019,02,Anne Arundel,4202,Lothian Elementary,Elementary,5.2,26,51.6,257,14.5,72,*,*,10.0,50,13.5,67,*,*,*,*,<= 5.0,*,498,20190903
2019,02,Anne Arundel,4212,Mayo Elementary,Elementary,7.3,24,10.6,35,*,*,*,*,8.5,28,*,*,*,*,*,*,7.0,23,329,20190903
2019,02,Anne Arundel,4222,Walter S. Mills - Parole Elementary,Elementary,*,*,92.7,557,39.8,239,*,*,11.0,66,>= 95.0,*,<= 5.0,*,*,*,*,*,601,20190903
2019,02,Anne Arundel,4232,Rolling Knolls Elementary,Elementary,<= 5.0,*,31.5,137,20.5,89,*,*,8.3,36,*,*,<= 5.0,*,*,*,<= 5.0,*,435,20190903
2019,02,Anne Arundel,4242,Shady Side Elementary,Elementary,<= 5.0,*,15.5,68,*,*,*,*,7.1,31,*,*,*,*,*,*,5.9,26,438,20190903
2019,02,Anne Arundel,4252,Tracey's Elementary,Elementary,6.1,27,44.1,195,17.0,75,*,*,6.8,30,*,*,*,*,*,*,*,*,442,20190903
2019,02,Anne Arundel,4262,Tyler Heights Elementary,Elementary,<= 5.0,*,91.8,435,69.0,327,*,*,5.7,27,>= 95.0,*,*,*,*,*,*,*,474,20190903
2019,02,Anne Arundel,4272,West Annapolis Elementary,Elementary,<= 5.0,*,15.1,35,5.6,13,*,*,5.6,13,*,*,*,*,*,*,28.9,67,232,20190903
2019,02,Anne Arundel,4283,Central Middle,Middle,9.9,125,12.5,158,<= 5.0,*,*,*,5.9,75,*,*,*,*,*,*,6.9,87,1266,20190903
2019,02,Anne Arundel,4293,South River High,High,8.1,175,10.8,234,<= 5.0,*,*,*,6.1,132,*,*,*,*,*,*,6.0,129,2159,20190903
2019,02,Anne Arundel,4304,Central Special School,Elementary,*,*,27.6,29,*,*,*,*,78.1,82,*,*,*,*,*,*,9.5,10,105,20190903
2019,02,Anne Arundel,4304,Central Special School,Middle,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,20190903
2019,02,Anne Arundel,4304,Central Special School,High,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,20190903
2019,02,Anne Arundel,4304,Central Special School,All,*,*,26.5,39,*,*,*,*,84.4,124,*,*,*,*,*,*,9.5,14,147,20190903
2019,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Elementary,<= 5.0,*,31.8,174,11.3,62,*,*,5.9,32,*,*,*,*,*,*,<= 5.0,*,547,20190903
2019,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Middle,6.7,17,49.0,125,6.3,16,*,*,7.1,18,*,*,*,*,*,*,*,*,255,20190903
2019,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,All,<= 5.0,*,37.3,299,9.7,78,*,*,6.2,50,*,*,*,*,*,*,<= 5.0,*,802,20190903
2019,02,Anne Arundel,6123,Monarch Academy Annapolis ES,Elementary,<= 5.0,*,60.2,382,16.1,102,*,*,5.8,37,15.3,97,*,*,*,*,5.2,33,635,20190903
2019,02,Anne Arundel,6223,Chesapeake Science Point,Middle,7.9,18,20.5,47,*,*,*,*,*,*,*,*,*,*,*,*,13.5,31,229,20190903
