Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Ada504 Pct,Ada504 Cnt,FARMS Pct,FARMS Cnt,LEP Pct,LEP Cnt,Migrant Pct,Migrant Cnt,Spec Ed Pct,Spec Ed Cnt,Title1 Pct,Title1 Cnt,Homeless Pct,Homeless Cnt,Foster Care Pct,Foster Care Cnt,Military Connected Pct,Military Connected Cnt,Enrollment Cnt,Create Date
2019,06,Carroll,0707,Westminster High,High,7.8,120,12.4,190,*,*,*,*,8.7,134,*,*,*,*,*,*,*,*,1535,20190903
2019,06,Carroll,0710,Westminster Elementary,Elementary,<= 5.0,*,29.9,162,<= 5.0,*,*,*,11.3,61,*,*,*,*,*,*,*,*,541,20190903
2019,06,Carroll,0711,Robert Moton Elementary,Elementary,*,*,58.4,244,<= 5.0,*,*,*,29.4,123,>= 95.0,*,<= 5.0,*,*,*,*,*,418,20190903
2019,06,Carroll,0712,Carroll Springs School,Elementary,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,20190903
2019,06,Carroll,0712,Carroll Springs School,Middle,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20190903
2019,06,Carroll,0712,Carroll Springs School,High,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,20190903
2019,06,Carroll,0712,Carroll Springs School,All,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,20190903
2019,06,Carroll,0714,Friendship Valley Elementary,Elementary,<= 5.0,*,20.8,103,<= 5.0,*,*,*,13.5,67,*,*,*,*,*,*,*,*,495,20190903
2019,06,Carroll,0715,Cranberry Station Elementary,Elementary,<= 5.0,*,31.4,166,<= 5.0,*,*,*,9.5,50,*,*,*,*,*,*,*,*,528,20190903
2019,06,Carroll,0716,Gateway School,High,13.2,12,57.1,52,*,*,*,*,25.3,23,*,*,*,*,*,*,*,*,91,20190903
2019,06,Carroll,0717,Post Secondary Program,High,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,20190903
2019,06,Carroll,0718,PRIDE School,Elementary,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20190903
2019,06,Carroll,0726,Crossroads Middle School,Middle,*,*,88.2,15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17,20190903
2019,06,Carroll,0801,North Carroll Middle,Middle,7.2,45,19.4,122,*,*,*,*,10.2,64,*,*,*,*,*,*,*,*,628,20190903
2019,06,Carroll,0804,Hampstead Elementary,Elementary,*,*,24.4,95,*,*,*,*,21.1,82,*,*,*,*,*,*,*,*,389,20190903
2019,06,Carroll,0806,Spring Garden Elementary,Elementary,<= 5.0,*,24.1,104,<= 5.0,*,*,*,10.0,43,*,*,*,*,*,*,*,*,431,20190903
2019,06,Carroll,0807,Shiloh Middle,Middle,7.7,50,19.8,129,*,*,*,*,11.3,74,*,*,*,*,*,*,*,*,653,20190903
2019,06,Carroll,0903,Flexible Student Support,High,20.3,13,20.3,13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,64,20190903
2019,06,Carroll,0906,Winfield Elementary,Elementary,<= 5.0,*,20.3,121,*,*,*,*,17.5,104,*,*,*,*,*,*,*,*,595,20190903
2019,06,Carroll,1201,Elmer A. Wolfe Elementary,Elementary,*,*,43.1,181,*,*,*,*,13.8,58,>= 95.0,*,*,*,*,*,*,*,420,20190903
2019,06,Carroll,1304,Parr's Ridge Elementary,Elementary,<= 5.0,*,19.5,93,<= 5.0,*,*,*,12.2,58,*,*,*,*,*,*,*,*,477,20190903
2019,06,Carroll,1305,Mount Airy Elementary,Elementary,5.8,27,16.0,74,<= 5.0,*,*,*,13.4,62,*,*,*,*,*,*,*,*,462,20190903
2019,06,Carroll,1306,Mount Airy Middle,Middle,9.1,64,14.8,104,*,*,*,*,9.4,66,*,*,*,*,*,*,*,*,701,20190903
2019,06,Carroll,1401,South Carroll High,High,10.1,103,10.2,104,*,*,*,*,5.7,58,*,*,*,*,*,*,<= 5.0,*,1018,20190903
2019,06,Carroll,A,All Carroll Schools,Elementary,<= 5.0,*,24.2,2719,<= 5.0,*,*,*,13.3,1491,11.1,1244,<= 5.0,*,<= 5.0,*,<= 5.0,*,11226,20190903
2019,06,Carroll,A,All Carroll Schools,Middle,8.3,483,19.9,1160,<= 5.0,*,*,*,9.8,574,*,*,<= 5.0,*,*,*,<= 5.0,*,5832,20190903
2019,06,Carroll,A,All Carroll Schools,High,9.0,742,15.0,1234,<= 5.0,*,*,*,8.9,735,*,*,<= 5.0,*,*,*,<= 5.0,*,8222,20190903
2019,06,Carroll,A,All Carroll Schools,All,6.6,1674,20.2,5113,<= 5.0,*,*,*,11.1,2800,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,25280,20190903
2019,07,Cecil,0104,Cecilton Elementary,Elementary,*,*,54.0,156,6.2,18,*,*,15.6,45,*,*,9.7,28,*,*,*,*,289,20190903
2019,07,Cecil,0204,Bohemia Manor High,High,<= 5.0,*,29.4,193,*,*,*,*,11.1,73,*,*,<= 5.0,*,*,*,*,*,657,20190903
2019,07,Cecil,0205,Chesapeake City Elementary,Elementary,*,*,34.3,119,*,*,*,*,16.1,56,*,*,6.6,23,*,*,*,*,347,20190903
2019,07,Cecil,0206,Bohemia Manor Middle,Middle,<= 5.0,*,33.5,162,*,*,*,*,13.0,63,*,*,<= 5.0,*,*,*,*,*,483,20190903
2019,07,Cecil,0302,Elkton High,High,<= 5.0,*,49.3,477,<= 5.0,*,*,*,13.4,130,*,*,<= 5.0,*,*,*,*,*,968,20190903
2019,07,Cecil,0303,Elkton Middle,Middle,<= 5.0,*,64.9,362,<= 5.0,*,*,*,20.1,112,*,*,6.1,34,*,*,*,*,558,20190903
2019,07,Cecil,0310,Gilpin Manor Elementary,Elementary,*,*,59.3,243,5.9,24,*,*,19.3,79,>= 95.0,*,9.0,37,*,*,*,*,410,20190903
2019,07,Cecil,0311,Holly Hall Elementary,Elementary,<= 5.0,*,57.3,267,<= 5.0,*,*,*,16.5,77,>= 95.0,*,5.4,25,*,*,*,*,466,20190903
2019,07,Cecil,0313,Cherry Hill Middle,Middle,<= 5.0,*,45.5,202,<= 5.0,*,*,*,17.1,76,*,*,<= 5.0,*,*,*,*,*,444,20190903
2019,07,Cecil,0315,Leeds Elementary,Elementary,*,*,45.7,175,*,*,*,*,17.0,65,*,*,<= 5.0,*,*,*,<= 5.0,*,383,20190903
2019,07,Cecil,0316,Thomson Estates Elementary,Elementary,*,*,58.2,292,7.0,35,*,*,20.3,102,>= 95.0,*,<= 5.0,*,*,*,*,*,502,20190903
2019,07,Cecil,0317,Kenmore Elementary,Elementary,*,*,37.3,114,<= 5.0,*,*,*,16.3,50,*,*,<= 5.0,*,*,*,*,*,306,20190903
2019,07,Cecil,0401,Cecil Manor Elementary,Elementary,*,*,67.0,270,8.4,34,*,*,21.6,87,>= 95.0,*,<= 5.0,*,*,*,*,*,403,20190903
2019,07,Cecil,0504,North East Middle,Middle,<= 5.0,*,45.5,352,*,*,*,*,18.2,141,*,*,<= 5.0,*,*,*,<= 5.0,*,773,20190903
2019,07,Cecil,0506,North East Elementary,Elementary,<= 5.0,*,62.1,343,*,*,*,*,17.6,97,>= 95.0,*,6.3,35,*,*,*,*,552,20190903
2019,07,Cecil,0510,Bay View Elementary,Elementary,*,*,49.3,259,*,*,*,*,17.1,90,>= 95.0,*,5.9,31,*,*,*,*,525,20190903
2019,07,Cecil,0513,Charlestown Elementary,Elementary,*,*,35.0,84,*,*,*,*,20.0,48,*,*,*,*,*,*,*,*,240,20190903
2019,07,Cecil,0514,North East High,High,<= 5.0,*,34.5,347,<= 5.0,*,*,*,14.5,146,*,*,*,*,*,*,<= 5.0,*,1007,20190903
2019,07,Cecil,0515,Elk Neck Elementary,Elementary,<= 5.0,*,32.7,144,*,*,*,*,14.7,65,*,*,<= 5.0,*,*,*,*,*,441,20190903
2019,07,Cecil,0606,Rising Sun Middle School,Middle,<= 5.0,*,29.4,198,*,*,*,*,14.0,94,*,*,<= 5.0,*,*,*,*,*,673,20190903
2019,07,Cecil,0607,Rising Sun Elementary,Elementary,<= 5.0,*,40.8,295,<= 5.0,*,*,*,13.8,100,*,*,<= 5.0,*,*,*,*,*,723,20190903
2019,07,Cecil,0701,Perryville Middle,Middle,<= 5.0,*,40.2,231,*,*,*,*,15.2,87,*,*,<= 5.0,*,*,*,*,*,574,20190903
2019,07,Cecil,0703,Perryville Elementary,Elementary,*,*,51.0,195,*,*,*,*,20.7,79,>= 95.0,*,*,*,*,*,*,*,382,20190903
2019,07,Cecil,0704,Bainbridge Elementary,Elementary,*,*,54.2,160,*,*,*,*,19.3,57,>= 95.0,*,5.4,16,*,*,*,*,295,20190903
2019,07,Cecil,0705,Perryville High,High,<= 5.0,*,33.6,253,*,*,*,*,14.3,108,*,*,<= 5.0,*,*,*,<= 5.0,*,754,20190903
2019,07,Cecil,0801,Conowingo Elementary,Elementary,<= 5.0,*,37.6,175,*,*,*,*,11.2,52,*,*,*,*,*,*,*,*,465,20190903
2019,07,Cecil,0904,Calvert Elementary,Elementary,*,*,31.6,140,*,*,*,*,14.9,66,*,*,5.9,26,*,*,*,*,443,20190903
2019,07,Cecil,0905,Rising Sun High,High,<= 5.0,*,25.2,277,<= 5.0,*,*,*,9.3,102,*,*,<= 5.0,*,*,*,<= 5.0,*,1101,20190903
2019,07,Cecil,A,All Cecil Schools,Elementary,<= 5.0,*,47.8,3431,<= 5.0,*,*,*,16.9,1215,49.3,3535,<= 5.0,*,<= 5.0,*,<= 5.0,*,7172,20190903
2019,07,Cecil,A,All Cecil Schools,Middle,<= 5.0,*,43.0,1507,<= 5.0,*,*,*,16.3,573,*,*,<= 5.0,*,*,*,<= 5.0,*,3505,20190903
2019,07,Cecil,A,All Cecil Schools,High,<= 5.0,*,34.5,1547,<= 5.0,*,*,*,12.5,559,*,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,4487,20190903
2019,07,Cecil,A,All Cecil Schools,All,<= 5.0,*,42.8,6485,<= 5.0,*,*,*,15.5,2347,23.3,3535,<= 5.0,*,<= 5.0,*,<= 5.0,*,15164,20190903
2019,08,Charles,0104,Milton M. Somers Middle School,Middle,<= 5.0,*,22.4,230,<= 5.0,*,*,*,8.9,91,*,*,<= 5.0,*,*,*,*,*,1028,20190903
2019,08,Charles,0105,Walter J. Mitchell Elementary,Elementary,<= 5.0,*,29.1,208,<= 5.0,*,*,*,9.8,70,*,*,<= 5.0,*,*,*,*,*,714,20190903
2019,08,Charles,0106,La Plata High School,High,<= 5.0,*,16.4,187,*,*,*,*,7.8,89,*,*,<= 5.0,*,*,*,*,*,1137,20190903
2019,08,Charles,0108,Maurice J. McDonough High School,High,5.2,45,22.2,191,6.2,53,*,*,9.4,81,*,*,<= 5.0,*,*,*,*,*,861,20190903
2019,08,Charles,0109,Mary H. Matula Elementary School,Elementary,<= 5.0,*,31.5,261,<= 5.0,*,*,*,10.7,89,*,*,<= 5.0,*,*,*,*,*,829,20190903
2019,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,Elementary,*,*,48.2,131,*,*,*,*,14.0,38,>= 95.0,*,8.1,22,*,*,*,*,272,20190903
2019,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,Elementary,*,*,35.2,150,*,*,*,*,13.4,57,*,*,<= 5.0,*,*,*,*,*,426,20190903
2019,08,Charles,0503,Piccowaxen Middle School,Middle,<= 5.0,*,20.1,87,*,*,*,*,10.2,44,*,*,*,*,*,*,*,*,433,20190903
2019,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,Elementary,*,*,69.3,294,6.4,27,*,*,11.6,49,>= 95.0,*,*,*,*,*,*,*,424,20190903
2019,08,Charles,0605,Thomas Stone High School,High,<= 5.0,*,44.7,506,6.6,75,*,*,11.3,128,*,*,5.2,59,*,*,*,*,1133,20190903
2019,08,Charles,0606,J. P. Ryon Elementary School,Elementary,*,*,62.5,452,9.4,68,*,*,10.4,75,>= 95.0,*,<= 5.0,*,*,*,*,*,723,20190903
2019,08,Charles,0608,John Hanson Middle School,Middle,<= 5.0,*,46.5,386,<= 5.0,*,*,*,10.1,84,*,*,<= 5.0,*,*,*,*,*,830,20190903
2019,08,Charles,0609,Dr. James Craik Elementary School,Elementary,<= 5.0,*,27.1,141,<= 5.0,*,*,*,8.3,43,*,*,*,*,*,*,*,*,521,20190903
2019,08,Charles,0611,Dr. Gustavus Brown Elementary,Elementary,*,*,62.3,289,6.7,31,*,*,13.1,61,>= 95.0,*,<= 5.0,*,*,*,*,*,464,20190903
2019,08,Charles,0612,Arthur Middleton Elementary School,Elementary,*,*,56.2,273,11.9,58,*,*,12.3,60,*,*,*,*,*,*,*,*,486,20190903
2019,08,Charles,0613,Benjamin Stoddert Middle School,Middle,<= 5.0,*,49.6,406,<= 5.0,*,*,*,13.1,107,*,*,<= 5.0,*,*,*,*,*,819,20190903
2019,08,Charles,0616,Eva Turner Elementary School,Elementary,*,*,65.1,269,<= 5.0,*,*,*,13.6,56,>= 95.0,*,*,*,*,*,*,*,413,20190903
2019,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,Elementary,*,*,43.7,268,8.5,52,*,*,10.9,67,*,*,*,*,*,*,*,*,613,20190903
2019,08,Charles,0618,William B. Wade Elementary School,Elementary,<= 5.0,*,36.8,254,6.2,43,*,*,12.7,88,*,*,<= 5.0,*,*,*,*,*,691,20190903
2019,08,Charles,0619,Westlake High School,High,<= 5.0,*,34.4,405,<= 5.0,*,*,*,9.7,114,*,*,<= 5.0,*,*,*,*,*,1176,20190903
2019,08,Charles,0620,C. Paul Barnhart Elementary School,Elementary,<= 5.0,*,59.9,444,8.8,65,*,*,11.5,85,>= 95.0,*,<= 5.0,*,*,*,*,*,741,20190903
2019,08,Charles,0621,Mattawoman Middle School,Middle,<= 5.0,*,38.2,386,<= 5.0,*,*,*,10.4,105,*,*,<= 5.0,*,*,*,*,*,1010,20190903
2019,08,Charles,0622,Berry Elementary School,Elementary,<= 5.0,*,26.6,267,<= 5.0,*,*,*,8.4,84,*,*,*,*,*,*,*,*,1003,20190903
2019,08,Charles,0623,North Point High School,High,<= 5.0,*,20.1,345,<= 5.0,*,*,*,6.2,107,*,*,<= 5.0,*,*,*,*,*,1720,20190903
2019,08,Charles,0624,William A. Diggs Elementary,Elementary,*,*,24.4,213,<= 5.0,*,*,*,11.0,96,*,*,<= 5.0,*,*,*,*,*,874,20190903
2019,08,Charles,0625,Theodore G. Davis Middle School,Middle,<= 5.0,*,35.2,309,<= 5.0,*,*,*,12.8,112,*,*,<= 5.0,*,*,*,*,*,877,20190903
2019,08,Charles,0626,Mary B. Neal Elementary School,Elementary,<= 5.0,*,39.7,281,*,*,*,*,12.4,88,*,*,<= 5.0,*,*,*,*,*,708,20190903
2019,08,Charles,0701,Matthew Henson Middle School,Middle,<= 5.0,*,31.1,245,<= 5.0,*,*,*,10.8,85,*,*,<= 5.0,*,*,*,*,*,787,20190903
2019,08,Charles,0703,J. C. Parks Elementary School,Elementary,*,*,43.6,314,<= 5.0,*,*,*,11.9,86,*,*,<= 5.0,*,*,*,*,*,721,20190903
2019,08,Charles,0705,General Smallwood Middle School,Middle,<= 5.0,*,52.4,272,*,*,*,*,11.9,62,*,*,5.2,27,*,*,*,*,519,20190903
2019,08,Charles,0708,Robert D. Stethem Educational Center,Middle,*,*,77.3,17,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22,20190903
2019,08,Charles,0708,Robert D. Stethem Educational Center,High,*,*,50.6,87,*,*,*,*,10.5,18,*,*,9.9,17,*,*,*,*,172,20190903
2019,08,Charles,0708,Robert D. Stethem Educational Center,All,*,*,53.6,104,*,*,*,*,9.8,19,*,*,9.3,18,*,*,*,*,194,20190903
2019,08,Charles,0710,Indian Head Elementary School,Elementary,*,*,65.5,305,*,*,*,*,13.9,65,>= 95.0,*,<= 5.0,*,*,*,*,*,466,20190903
2019,08,Charles,0801,T. C. Martin Elementary School,Elementary,*,*,26.5,140,<= 5.0,*,*,*,10.4,55,*,*,<= 5.0,*,*,*,*,*,529,20190903
2019,08,Charles,0802,St. Charles High School,High,<= 5.0,*,34.9,469,*,*,*,*,10.1,136,*,*,<= 5.0,*,*,*,*,*,1344,20190903
2019,08,Charles,0902,Malcolm Elementary School,Elementary,*,*,31.2,141,<= 5.0,*,*,*,11.1,50,*,*,*,*,*,*,*,*,452,20190903
2019,08,Charles,1001,Gale-Bailey Elementary School,Elementary,*,*,39.9,156,*,*,*,*,13.8,54,*,*,<= 5.0,*,*,*,*,*,391,20190903
2019,08,Charles,1002,Henry E. Lackey High School,High,<= 5.0,*,44.7,441,*,*,*,*,13.3,131,*,*,<= 5.0,*,*,*,*,*,987,20190903
2019,08,Charles,A,All Charles Schools,Elementary,<= 5.0,*,42.1,5251,<= 5.0,*,*,*,11.4,1416,28.1,3503,<= 5.0,*,<= 5.0,*,*,*,12461,20190903
2019,08,Charles,A,All Charles Schools,Middle,<= 5.0,*,37.0,2338,<= 5.0,*,*,*,10.9,691,*,*,<= 5.0,*,<= 5.0,*,*,*,6325,20190903
2019,08,Charles,A,All Charles Schools,High,<= 5.0,*,30.8,2631,<= 5.0,*,*,*,9.4,804,*,*,<= 5.0,*,<= 5.0,*,*,*,8530,20190903
2019,08,Charles,A,All Charles Schools,All,<= 5.0,*,37.4,10220,<= 5.0,*,*,*,10.7,2911,12.8,3503,<= 5.0,*,<= 5.0,*,*,*,27316,20190903
2019,09,Dorchester,0205,Warwick Elementary School,Elementary,*,*,>= 95.0,*,*,*,*,*,6.6,23,*,*,*,*,*,*,*,*,347,20190903
2019,09,Dorchester,0207,North Dorchester High School,High,<= 5.0,*,>= 95.0,*,*,*,*,*,11.4,57,*,*,*,*,*,*,*,*,499,20190903
2019,09,Dorchester,0208,North Dorchester Middle School,Middle,<= 5.0,*,>= 95.0,*,*,*,*,*,8.4,40,*,*,*,*,*,*,*,*,477,20190903
2019,09,Dorchester,0302,Vienna Elementary School,Elementary,*,*,>= 95.0,*,*,*,*,*,7.5,14,*,*,*,*,*,*,*,*,187,20190903
2019,09,Dorchester,0508,South Dorchester School,Elementary,*,*,>= 95.0,*,*,*,*,*,8.1,13,*,*,*,*,*,*,*,*,161,20190903
2019,09,Dorchester,0508,South Dorchester School,Middle,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20190903
2019,09,Dorchester,0508,South Dorchester School,All,*,*,>= 95.0,*,*,*,*,*,6.7,15,*,*,*,*,*,*,*,*,225,20190903
2019,09,Dorchester,0707,Mace's Lane Middle School,Middle,<= 5.0,*,>= 95.0,*,<= 5.0,*,*,*,10.4,57,*,*,*,*,*,*,*,*,550,20190903
2019,09,Dorchester,0710,Sandy Hill Elementary School,Elementary,*,*,>= 95.0,*,<= 5.0,*,*,*,12.9,55,>= 95.0,*,*,*,*,*,*,*,425,20190903
2019,09,Dorchester,0711,Maple Elementary School,Elementary,<= 5.0,*,>= 95.0,*,11.3,52,*,*,6.7,31,>= 95.0,*,*,*,*,*,*,*,461,20190903
2019,09,Dorchester,0713,Cambridge-South Dorchester High School,High,<= 5.0,*,>= 95.0,*,<= 5.0,*,*,*,11.7,92,*,*,*,*,*,*,*,*,784,20190903
2019,09,Dorchester,0716,Choptank Elementary School,Elementary,*,*,>= 95.0,*,7.8,30,*,*,8.8,34,>= 95.0,*,*,*,*,*,*,*,386,20190903
2019,09,Dorchester,1503,Hurlock Elementary School,Elementary,*,*,>= 95.0,*,6.0,25,*,*,9.0,38,>= 95.0,*,<= 5.0,*,*,*,*,*,420,20190903
2019,09,Dorchester,A,All Dorchester Schools,Elementary,<= 5.0,*,>= 95.0,*,5.8,138,*,*,8.7,208,70.9,1692,<= 5.0,*,*,*,*,*,2387,20190903
2019,09,Dorchester,A,All Dorchester Schools,Middle,<= 5.0,*,>= 95.0,*,<= 5.0,*,*,*,9.1,99,*,*,<= 5.0,*,*,*,*,*,1091,20190903
2019,09,Dorchester,A,All Dorchester Schools,High,<= 5.0,*,>= 95.0,*,<= 5.0,*,*,*,11.6,149,*,*,*,*,*,*,*,*,1283,20190903
2019,09,Dorchester,A,All Dorchester Schools,All,<= 5.0,*,>= 95.0,*,<= 5.0,*,*,*,9.6,456,35.5,1692,<= 5.0,*,<= 5.0,*,<= 5.0,*,4761,20190903
2019,10,Frederick,0108,Carroll Manor Elementary,Elementary,5.6,33,14.4,85,6.4,38,*,*,16.6,98,*,*,*,*,*,*,*,*,590,20190903
2019,10,Frederick,0109,Tuscarora Elementary,Elementary,<= 5.0,*,38.1,258,10.6,72,*,*,9.3,63,*,*,*,*,*,*,*,*,678,20190903
2019,10,Frederick,0201,Parkway Elementary,Elementary,*,*,31.3,68,13.8,30,*,*,9.2,20,*,*,*,*,*,*,*,*,217,20190903
2019,10,Frederick,0204,Lincoln Elementary,Elementary,<= 5.0,*,74.9,444,27.5,163,*,*,10.3,61,>= 95.0,*,5.4,32,*,*,*,*,593,20190903
2019,10,Frederick,0206,Heather Ridge Middle School,Middle,*,*,63.6,14,*,*,*,*,50.0,11,*,*,*,*,*,*,*,*,22,20190903
2019,10,Frederick,0208,Heather Ridge High School,High,*,*,73.9,34,*,*,*,*,63.0,29,*,*,*,*,*,*,*,*,46,20190903
2019,10,Frederick,0209,Frederick High,High,6.0,86,46.7,670,19.2,276,*,*,7.8,112,*,*,<= 5.0,*,*,*,<= 5.0,*,1435,20190903
2019,10,Frederick,0210,North Frederick Elementary,Elementary,<= 5.0,*,52.0,346,13.5,90,*,*,7.5,50,>= 95.0,*,<= 5.0,*,*,*,<= 5.0,*,665,20190903
2019,10,Frederick,0211,West Frederick Middle,Middle,5.1,44,57.8,499,14.7,127,*,*,10.7,92,*,*,<= 5.0,*,*,*,<= 5.0,*,863,20190903
2019,10,Frederick,0213,Gov. Thomas Johnson High,High,6.0,99,39.6,656,12.9,214,*,*,12.7,211,*,*,<= 5.0,*,*,*,<= 5.0,*,1657,20190903
2019,10,Frederick,0219,Monocacy Middle,Middle,5.8,52,51.8,467,12.7,115,*,*,10.3,93,*,*,<= 5.0,*,*,*,<= 5.0,*,902,20190903
2019,10,Frederick,0222,Monocacy Elementary,Elementary,<= 5.0,*,60.1,368,19.4,119,*,*,10.6,65,>= 95.0,*,*,*,*,*,*,*,612,20190903
2019,10,Frederick,0223,Ballenger Creek Elementary,Elementary,<= 5.0,*,42.7,280,11.0,72,*,*,8.5,56,*,*,<= 5.0,*,*,*,*,*,655,20190903
2019,10,Frederick,0225,Gov. Thomas Johnson Middle,Middle,6.6,34,37.8,195,<= 5.0,*,*,*,13.0,67,*,*,<= 5.0,*,*,*,*,*,516,20190903
2019,10,Frederick,0226,Monocacy Valley Montessori School,Elementary,*,*,12.9,27,*,*,*,*,10.0,21,*,*,*,*,*,*,*,*,210,20190903
2019,10,Frederick,0226,Monocacy Valley Montessori School,Middle,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20190903
2019,10,Frederick,0226,Monocacy Valley Montessori School,All,5.9,17,12.5,36,*,*,*,*,10.1,29,*,*,*,*,*,*,*,*,287,20190903
2019,10,Frederick,0227,Crestwood Middle,Middle,5.6,37,49.8,327,8.2,54,*,*,13.1,86,*,*,*,*,*,*,<= 5.0,*,657,20190903
2019,10,Frederick,0228,Carroll Creek Montessori Public Charter School,Elementary,*,*,19.1,43,<= 5.0,*,*,*,12.9,29,*,*,*,*,*,*,*,*,225,20190903
2019,10,Frederick,0228,Carroll Creek Montessori Public Charter School,Middle,*,*,17.3,14,*,*,*,*,13.6,11,*,*,*,*,*,*,*,*,81,20190903
2019,10,Frederick,0228,Carroll Creek Montessori Public Charter School,All,5.2,16,18.6,57,<= 5.0,*,*,*,13.1,40,*,*,*,*,*,*,*,*,306,20190903
2019,10,Frederick,0303,Middletown Elementary,Elementary,<= 5.0,*,13.1,61,*,*,*,*,12.6,59,*,*,*,*,*,*,<= 5.0,*,467,20190903
2019,10,Frederick,0311,Middletown Middle,Middle,8.9,70,14.2,112,*,*,*,*,7.4,58,*,*,*,*,*,*,<= 5.0,*,786,20190903
2019,10,Frederick,0313,Middletown High,High,9.0,102,10.1,114,*,*,*,*,6.1,69,*,*,<= 5.0,*,*,*,<= 5.0,*,1133,20190903
2019,10,Frederick,0314,Middletown Primary,Elementary,*,*,14.8,74,*,*,*,*,14.8,74,*,*,*,*,*,*,<= 5.0,*,499,20190903
2019,10,Frederick,0503,Emmitsburg Elementary,Elementary,*,*,37.1,93,*,*,*,*,19.5,49,*,*,*,*,*,*,*,*,251,20190903
2019,10,Frederick,0603,Wolfsville Elementary,Elementary,9.2,13,29.1,41,*,*,*,*,19.9,28,*,*,*,*,*,*,*,*,141,20190903
2019,10,Frederick,0702,Urbana Elementary,Elementary,<= 5.0,*,10.3,80,<= 5.0,*,*,*,8.5,66,*,*,*,*,*,*,<= 5.0,*,773,20190903
2019,10,Frederick,0713,Urbana High,High,7.9,141,6.9,124,<= 5.0,*,*,*,5.9,105,*,*,*,*,*,*,<= 5.0,*,1785,20190903
2019,10,Frederick,0714,Windsor Knolls Middle,Middle,7.1,53,8.3,62,*,*,*,*,9.9,74,*,*,*,*,*,*,<= 5.0,*,749,20190903
2019,10,Frederick,0715,Centerville Elementary,Elementary,<= 5.0,*,6.5,61,5.2,49,*,*,5.5,52,*,*,*,*,*,*,<= 5.0,*,939,20190903
2019,10,Frederick,0716,Urbana Middle,Middle,8.4,84,7.6,76,*,*,*,*,6.3,63,*,*,*,*,*,*,<= 5.0,*,1000,20190903
2019,10,Frederick,0801,Liberty Elementary,Elementary,5.2,14,20.7,56,<= 5.0,*,*,*,16.7,45,*,*,*,*,*,*,*,*,270,20190903
2019,10,Frederick,0903,New Market Elementary,Elementary,<= 5.0,*,7.6,53,*,*,*,*,7.9,55,*,*,*,*,*,*,<= 5.0,*,695,20190903
2019,10,Frederick,0912,Linganore High,High,10.6,140,8.5,113,*,*,*,*,9.6,127,*,*,<= 5.0,*,*,*,<= 5.0,*,1323,20190903
2019,10,Frederick,0913,Green Valley Elementary,Elementary,<= 5.0,*,9.1,49,<= 5.0,*,*,*,9.4,51,*,*,*,*,*,*,*,*,541,20190903
2019,10,Frederick,0914,New Market Middle,Middle,8.0,45,12.1,68,*,*,*,*,13.0,73,*,*,*,*,*,*,<= 5.0,*,562,20190903
2019,10,Frederick,0915,Kemptown Elementary,Elementary,<= 5.0,*,5.2,21,*,*,*,*,7.7,31,*,*,*,*,*,*,*,*,405,20190903
2019,10,Frederick,0916,Spring Ridge Elementary,Elementary,<= 5.0,*,35.3,170,7.1,34,*,*,18.5,89,*,*,<= 5.0,*,*,*,<= 5.0,*,481,20190903
2019,10,Frederick,0917,Deer Crossing Elementary,Elementary,<= 5.0,*,8.0,65,*,*,*,*,8.9,72,*,*,*,*,*,*,<= 5.0,*,812,20190903
2019,10,Frederick,0918,Oakdale Middle,Middle,8.2,65,8.5,67,*,*,*,*,8.0,63,*,*,*,*,*,*,<= 5.0,*,790,20190903
2019,10,Frederick,0919,Oakdale Elementary,Elementary,<= 5.0,*,14.0,100,<= 5.0,*,*,*,10.7,76,*,*,<= 5.0,*,*,*,<= 5.0,*,713,20190903
2019,10,Frederick,0920,Oakdale High,High,8.5,107,8.9,111,*,*,*,*,7.7,96,*,*,<= 5.0,*,*,*,<= 5.0,*,1254,20190903
2019,10,Frederick,1001,Sabillasville Elementary,Elementary,*,*,48.5,48,*,*,*,*,13.1,13,*,*,*,*,*,*,12.1,12,99,20190903
2019,10,Frederick,1105,New Midway/Woodsboro Elementary,Elementary,<= 5.0,*,33.1,97,*,*,*,*,14.7,43,*,*,*,*,*,*,*,*,293,20190903
